laptop_ID,Company,Product,TypeName,Inches,screenresolution_height,screenresolution_width,touchscreen,Cpu_name,cpu_brand,Cpu_speed,Ram,primary_memory,secondary_memory,memory_type,gpu_name,gpu_brand,OpSys,Weight,Price_euros
461,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,2,979
462,Dell,"Inspiron 3168","2 in 1 Convertible",11.6,1366,768,1,"  Pentium Quad Core N3710  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 405",windows,1,479
463,Dell,"Alienware 17",Notebook,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.7,8,1024,0,HDD,Nvidia,"GTX 1060",windows,4,2046
464,Microsoft,"Surface Laptop",Ultrabook,13.5,2256,1504,1,"  Core M m3-7Y30  ",Intel,2.2,4,"128 ",0,SSD,Intel,"Graphics 615",windows,1,989
465,Microsoft,"Surface Laptop",Ultrabook,13.5,2256,1504,1,"  Core i7 7660U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 640",windows,1,1799
466,HP,"17-BS092ND (i3-6006U/8GB/256GB/W10)",Notebook,17.3,1600,900,0,"  Core i3 6006U  ",Intel,2,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,640
467,Acer,"Aspire E5-576G",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Nvidia,"GeForce 940MX",windows,2,544
468,Acer,"TravelMate B",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"128 ",0,SSD,Intel,"Graphics 400",windows,1,435
469,Asus,"Pro P2540UA-AB51",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,749
470,Lenovo,"IdeaPad 510s-14IKB",Notebook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,AMD,"R7 M460",N/A,2,799
471,Lenovo,"Thinkpad P51",Notebook,15.6,1920,1080,0,"  Core i7 7820HQ  ",Intel,2.9,8,"256 ",0,SSD,Nvidia,"Quadro M2200M",windows,3,2090
472,Asus,"X541NA-PD1003Y (N4200/4GB/500GB/W10)",Notebook,15.6,1366,768,0,"  Pentium Quad Core N4200  ",Intel,1.1,4,"500 ",0,HDD,Intel,"Graphics 500",windows,2,304
473,Acer,"Aspire 5",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Nvidia,"GTX 940MX",windows,2,469
474,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,2048,0,HDD,AMD,"Radeon 530",windows,2,759
475,HP,"Omen 17-an006nv",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,12,1024,0,HDD,Nvidia,"GTX 1060",windows,4,1699
476,Lenovo,"Thinkpad T460s",Ultrabook,14,2560,1440,0,"  Core i7 6600U  ",Intel,2.6,12,"256 ",0,SSD,Intel,"Graphics 520",windows,1,1858
477,HP,"Spectre x360","2 in 1 Convertible",13.3,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1999
478,HP,"ZBook 15u",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"500 ",0,HDD,AMD,"W4190M ",windows,2,1154
479,Google,"Pixelbook (Core",Ultrabook,12.3,2400,1600,1,"  Core i5 7Y57  ",Intel,1.2,8,"128 ",0,SSD,Intel,"Graphics 615",others,1,1275
480,Dell,"Latitude 7390",Ultrabook,13.3,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1842
481,Asus,"ZenBook Pro",Notebook,15.6,3840,2160,0,"  Core i7 6700HQ  ",Intel,2.6,12,"128 ",1024,hybrid,Intel,"Graphics 530",windows,2,1299
482,Dell,"Latitude E5470",Notebook,14,1366,768,0,"  Core i3 6100U  ",Intel,2.3,8,"128 ",0,SSD,Intel,"Graphics 520",windows,2,740
483,Dell,"Precision M5520",Workstation,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"Quadro M1200",windows,2,2408
484,Lenovo,"Thinkpad T470",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"180 ",0,SSD,Intel,"Graphics 620",windows,2,1364
485,Dell,"Inspiron 3576",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,1024,0,HDD,AMD,"Radeon 520",windows,2,675
486,Toshiba,"Portege X30-D-10J",Notebook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1672
487,Dell,"Inspiron 7570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1262
488,Dell,"Vostro 3568",Notebook,15.6,1366,768,0,"  Core i3 7100U  ",Intel,2.4,4,1024,0,HDD,Intel,"Graphics 620",windows,2,587
489,HP,"ProBook 430",Notebook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"128 ",0,SSD,Intel,"Graphics 620",windows,1,726
490,Chuwi,"Lapbook 15,6",Notebook,15.6,1920,1080,0,"  Atom x5-Z8350  ",Intel,1.44,4,"64 ",0,"flash storage",Intel,"HD Graphics",windows,2,249
491,Lenovo,"ThinkPad E570",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,565
492,Lenovo,"ThinkPad E480",Notebook,14,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1049
493,Dell,"Precision 3520",Workstation,15.6,1920,1080,0,"  Core i7 6820HQ  ",Intel,2.7,16,"512 ",0,SSD,Nvidia,"Quadro M620",windows,2,2338
494,Dell,"XPS 15",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GTX 1050",windows,2,1899
495,Lenovo,"Thinkpad X270",Ultrabook,12.5,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1798
496,Asus,"Zenbook UX390UA",Ultrabook,12.5,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1950
497,Lenovo,"Thinkpad E570",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1012
498,Toshiba,"Portege X30-D-10L",Ultrabook,13.3,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,32,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2799
499,Asus,"VivoBook Pro",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,1350
500,Acer,"Aspire 5",Notebook,15.6,1366,768,0,"  A10-Series 9620P  ",AMD,2.5,8,1024,0,HDD,AMD,"RX 540",windows,2,579
501,Asus,"Rog G752VL-UH71T",Gaming,17.3,1920,1080,1,"  Core i7 6700HQ  ",Intel,2.6,24,"256 ",1024,hybrid,Nvidia,"GTX 965M",windows,4,1269
502,Lenovo,"Thinkpad X260",Ultrabook,12.5,1366,768,0,"  Core i5 6200U  ",Intel,2.3,8,"180 ",0,SSD,Intel,"Graphics 520",windows,1,1099
503,Lenovo,"Ideapad 520-15IKBR",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,899
504,HP,"EliteBook 840",Notebook,14,1920,1080,0,"  Core i7 7600U  ",Intel,2.8,8,1024,0,SSD,Intel,"Graphics 620",windows,1,1749
505,Lenovo,"ThinkPad 13",Notebook,13.3,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,949
506,Lenovo,"ThinkPad L570",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,911
507,Asus,"VivoBook E201NA",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"64 ",0,"flash storage",Intel,"Graphics 500",windows,1,340
508,HP,"15-BS026nv (i5-7200U/8GB/256GB/Radeon",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,AMD,"Radeon 520",windows,2,619
509,Lenovo,"Yoga 920-13IKB","2 in 1 Convertible",13.9,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1599
510,Lenovo,"IdeaPad 320-14IAP",Notebook,14,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"500 ",0,HDD,Intel,"Graphics 500",windows,2,299
511,Lenovo,"Chromebook N23",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"16 ",0,SSD,Intel,"Graphics 400",others,1,265
512,Lenovo,"ThinkPad 13",Notebook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,949
513,Asus,"ZenBook UX510UX-CN211T",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",1024,hybrid,Intel,"Graphics 620",windows,2,1224
514,Acer,"Aspire A515-51G-59QF",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,1024,0,HDD,Nvidia,"GeForce MX150",windows,2,613
515,HP,"Envy 13-AB002nv",Ultrabook,13.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1323
516,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",1024,hybrid,Nvidia,"GTX 1060",N/A,2,1149
517,Dell,"XPS 13",Ultrabook,13.3,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"128 ",0,SSD,Intel,"Graphics 620",windows,1,899
518,Acer,"Aspire A515-51G",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,4,"500 ",0,HDD,Nvidia,"GeForce 940MX",windows,2,639
519,Dell,"Vostro 5568",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,836
520,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,16,"256 ",2048,hybrid,AMD,"Radeon 530",windows,2,1219
521,Xiaomi,"Mi Notebook",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,16,"256 ",0,SSD,Nvidia,"GeForce MX150",N/A,2,1400
522,Asus,"VivoBook E12",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,2,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,245
523,HP,"15-bs190od (i5-8250U/4GB/1TB/W10)",Notebook,15.6,1366,768,1,"  Core i5 8250U  ",Intel,1.6,4,1024,0,HDD,Intel,"Graphics 620",windows,2,521
524,Asus,"ROG Zephyrus",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,24,"512 ",0,SSD,Nvidia,"GeForce GTX1080",windows,2,2968
525,HP,"Probook 450",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,889
526,Asus,"FX753VE-GC155T (i7-7700HQ/16GB/1TB",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX1050 Ti",windows,3,1504
527,Lenovo,"Legion Y720-15IKB",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1399
528,HP,"Spectre X360",Ultrabook,13.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1399
529,Dell,"Latitude 5480",Notebook,14,1920,1080,0,"  Core i5 7300U  ",Intel,2.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1280
530,HP,"ProBook 440",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,689
531,Dell,"Inspiron 5770",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"128 ",1024,hybrid,AMD,"Radeon 530",linux,3,889
532,Lenovo,"ThinkPad L470",Notebook,14,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1340
533,Lenovo,"IdeaPad 320-15IKB",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,4,1024,0,HDD,Nvidia,"GeForce 920MX",windows,2,799
534,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,8,2048,0,HDD,Nvidia,"920MX ",N/A,2,459
535,Dell,"Inspiron 3567",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,AMD,"R5 M430",windows,2,585
536,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i5 7440HQ  ",Intel,2.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1377
537,Dell,"Alienware 17",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"128 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,3013
538,Toshiba,"Satellite Pro",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"500 ",0,HDD,Intel,"Graphics 620",windows,2,860
539,Asus,"Zenbook UX510UW-FI095T",Notebook,15.6,3840,2160,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",1024,hybrid,Nvidia,"GTX 960M",windows,2,1299
540,Mediacom,"SmartBook Edge",Notebook,13.3,1920,1080,0,"  Celeron Quad Core N3450  ",Intel,1.1,4,"32 ",0,SSD,Intel,"Graphics 500",windows,1,369
541,Asus,"ROG Strix",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,2,1649
542,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i7 7600U  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,1369
543,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,AMD,"Radeon 530",windows,2,797
544,HP,"250 G6",Notebook,15.6,1920,1080,0,"  Pentium Quad Core N3710  ",Intel,1.6,4,"256 ",0,SSD,Intel,"Graphics 405",windows,2,399
545,HP,"Omen 15-ce006nv",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,12,1024,0,HDD,Nvidia,"GTX 1060",windows,3,1799
546,Lenovo,"Thinkpad E470",Notebook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,859
547,Dell,"XPS 13",Ultrabook,13.3,3200,1800,1,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1399
548,Dell,"Vostro 5468",Notebook,14,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,736
549,HP,"Envy 13-AB020nr",Ultrabook,13.3,3200,1800,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1145
550,Acer,"Aspire 7",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 1050",linux,2,798
551,Asus,"VivoBook X540YA-XX519T",Notebook,15.6,1366,768,0,"  E-Series 7110  ",AMD,1.8,4,"500 ",0,HDD,AMD,"R2 Graphics",windows,2,349
552,HP,"ProBook 450",Notebook,15.6,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,4,"128 ",0,SSD,Intel,"Graphics 620",windows,2,706
553,Lenovo,"ThinkPad E470",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,785
554,Lenovo,"V310-15ISK (i5-6200U/4GB/1TB/FHD/No",Notebook,15.6,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,4,1024,0,HDD,Intel,"Graphics 520",N/A,2,462
555,HP,"250 G6",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,397
556,Lenovo,"ThinkPad T570",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1729
557,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,499
558,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1117
559,Dell,"Alienware 17",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,2699
560,HP,"17-X047na (i3-6006U/8GB/1TB/W10)",Notebook,17.3,1600,900,0,"  Core i3 6006U  ",Intel,2,8,1024,0,HDD,Intel,"Graphics 520",windows,3,544
561,HP,"ProBook 470",Notebook,17.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,Nvidia,"GeForce 930MX",windows,3,1280
562,Asus,"A541NA-GO342 (N3350/4GB/500GB/Linux)",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"500 ",0,HDD,Intel,"Graphics 500",linux,2,224
563,Mediacom,"SmartBook 130",Notebook,13.3,1920,1080,0,"  Atom x5-Z8350  ",Intel,1.44,4,"32 ",0,"flash storage",Intel,"HD Graphics",windows,1,255
564,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i7 7500U  ",Intel,2.7,6,"128 ",1024,hybrid,Nvidia,"GeForce 940MX",windows,3,949
565,HP,"15-bw007nv (A10-9620P/6GB/128GB/Radeon",Notebook,15.6,1920,1080,0,"  A10-Series A10-9620P  ",AMD,2.5,6,"128 ",0,SSD,AMD,"Radeon 530",windows,2,569
566,Dell,"Vostro 3568",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,AMD,"R5 M420",windows,2,618
567,Acer,"Spin SP111-31","2 in 1 Convertible",11.6,1920,1080,1,"  Celeron Dual Core N3350  ",Intel,2,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,349
568,Lenovo,"V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i3 7130U  ",Intel,2.7,4,"128 ",0,SSD,Intel,"Graphics 620",windows,2,630
569,HP,"EliteBook 1030",Ultrabook,13.3,3200,1800,1,"  Core M 6Y75  ",Intel,1.2,16,"512 ",0,SSD,Intel,"Graphics 515",windows,1,1965
570,Lenovo,"Thinkpad P71",Notebook,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"Quadro M620M",windows,3,2999
571,Asus,"FX553VD-DM627T (i5-7300HQ/8GB/1TB",Notebook,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,839
572,Dell,"XPS 13",Ultrabook,13.3,3840,2160,1,"  Core i5 8250U  ",Intel,1.6,8,"128 ",0,SSD,Intel,"Graphics 620",windows,1,1599
573,Dell,"Latitude 5580",Notebook,15.6,1366,768,0,"  Core i5 7300U  ",Intel,2.6,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,959
574,Fujitsu,"Lifebook A557",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,739
575,Lenovo,"IdeaPad 320-15IAP",Notebook,15.6,1920,1080,0,"  Pentium Quad Core N4200  ",Intel,1.1,4,"500 ",0,HDD,Intel,"Graphics 505",windows,2,344
576,Lenovo,"ThinkPad L470",Notebook,14,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,990
577,HP,"ZBook 17",Workstation,17.3,1600,900,0,"  Core i5 7440HQ  ",Intel,2.8,8,"500 ",0,HDD,Nvidia,"Quadro M1200",windows,3,1861
578,HP,"14-am079na (N3710/8GB/2TB/W10)",Notebook,14,1366,768,0,"  Pentium Quad Core N3710  ",Intel,1.6,8,2048,0,HDD,Intel,"Graphics 405",windows,2,389
579,HP,"15-cd005nv (A9-9420/6GB/256GB/Radeon",Notebook,15.6,1920,1080,0,"  A9-Series A9-9420  ",AMD,3,6,"256 ",0,SSD,AMD,"Radeon 530",windows,2,649
580,Lenovo,"Thinkpad E570",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,830
581,Lenovo,"V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,685
582,Mediacom,"SmartBook 141",Notebook,14,1920,1080,0,"  Atom x5-Z8350  ",Intel,1.44,4,"32 ",0,SSD,Intel,"HD Graphics",windows,1,249
583,Toshiba,"Tecra X40-D-10H",Ultrabook,14,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1865
584,Lenovo,"IdeaPad Y910-17ISK",Gaming,17.3,1920,1080,0,"  Core i7 6820HK  ",Intel,2.7,32,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,5,2663
585,MSI,"GT73VR Titan",Gaming,17.3,1920,1080,0,"  Core i7 7820HK  ",Intel,2.9,16,"512 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,2729
586,Dell,"Inspiron 3567",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,AMD,"R5 M430",linux,2,749
587,Mediacom,"SmartBook Edge",Notebook,14,1920,1080,0,"  Celeron Quad Core N3450  ",Intel,1.1,4,"32 ",0,SSD,Intel,"Graphics 500",windows,1,389
588,Dell,"Latitude 5580",Notebook,15.6,1366,768,0,"  Core i5 7300U  ",Intel,2.6,8,"500 ",0,HDD,Intel,"Graphics 620",windows,2,1009
589,HP,"ProBook 430",Notebook,13.3,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,4,"128 ",0,SSD,Intel,"Graphics 620",windows,1,719
590,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i7 7600U  ",Intel,2.8,16,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,1537
591,Dell,"Chromebook 11",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"16 ",0,"flash storage",Intel,"Graphics 400",others,1,295
592,MSI,"GT80S 6QE",Gaming,17.3,1920,1080,0,"  Core i7 6820HK  ",Intel,2.7,16,"128 ",1024,hybrid,Nvidia,"GTX 980M",windows,4,2349
593,HP,"Omen 17-AN010nv",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1050",windows,4,1498
594,Lenovo,"Thinkpad T460s",Ultrabook,14,1920,1080,0,"  Core i7 6600U  ",Intel,2.6,12,"256 ",0,SSD,Intel,"Graphics 520",windows,1,1673
595,Lenovo,"Ideapad 320-15IKBR",Notebook,15.6,1366,768,1,"  Core i7 8550U  ",Intel,1.8,12,1024,0,HDD,Intel,"Graphics 620",windows,2,609
596,Asus,"ROG Strix",Gaming,17.3,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1770
597,Asus,"TP501UA-CJ131T (i5-7200U/8GB/1TB/W10)","2 in 1 Convertible",15.6,1366,768,1,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 520",windows,2,739
598,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,1920,1080,0,"  A12-Series 9720P  ",AMD,3.6,12,"512 ",0,SSD,AMD,"Radeon 530",windows,2,949
599,Dell,"Inspiron 3179","2 in 1 Convertible",11.6,1366,768,1,"  Core M 7Y30  ",Intel,1,4,"128 ",0,SSD,Intel,"Graphics 615",windows,1,603
600,Samsung,"Notebook Odyssey",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,1699
601,Lenovo,"V320-17ISK (i3-6006U/4GB/500GB/FHD/No",Notebook,17.3,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",N/A,3,529
602,Lenovo,"IdeaPad 110-15ISK",Notebook,15.6,1366,768,0,"  Core i3 6100U  ",Intel,2.3,8,1024,0,HDD,Intel,"Graphics 520",windows,2,459
603,Lenovo,"ThinkPad Yoga","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2025
604,Lenovo,"Thinkpad T470p",Notebook,14,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 630",windows,2,1474
605,Dell,"Latitude 5289","2 in 1 Convertible",12.5,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1670
606,Dell,"Precision 3520",Workstation,15.6,1920,1080,1,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"Quadro M620",windows,2,1763
607,HP,"EliteBook 850",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1219
608,HP,"ProBook 450",Notebook,15.6,1366,768,0,"  Core i3 7100U  ",Intel,2.4,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,668
609,Acer,"Aspire 1",Notebook,14,1920,1080,0,"  Celeron Quad Core N3450  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,2,329
610,MSI,"Laptop MSI",Gaming,17.3,1920,1080,0,"  Core i7 6820HK  ",Intel,2.7,16,"128 ",1024,hybrid,Nvidia,"GTX 970M",windows,4,2199
611,Dell,"Vostro 3568",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,AMD,"R5 M420",linux,2,465
612,MSI,"GS63VR 7RF",Gaming,15.6,3840,2160,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",2048,hybrid,Nvidia,"GTX 1060",windows,2,2299
